,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
91,100,2.0,2.4762381190595297,0.47623811905952973
92,101,3.5,2.5262631315657824,-0.9737368684342176
93,102,1.0,2.576788394197099,1.576788394197099
94,103,3.0,2.627813906953477,-0.37218609304652306
95,104,0.0,2.679339669834918,2.679339669834918
96,106,4.5,2.7838919459729867,-1.7161080540270133
97,107,3.0,2.8369184592296137,-0.16308154077038628
98,111,1.0,3.054027013506753,2.054027013506753
99,112,1.0,3.109554777388694,2.109554777388694
100,116,3.6666666666666665,3.3366683341670837,-0.32999833249958277
101,118,4.0,3.4532266133066525,-0.5467733866933475
102,120,4.5,3.5717858929464743,-0.9282141070535257
103,121,1.6666666666666667,3.6318159079539765,1.9651492412873097
104,127,4.0,4.002501250625313,0.002501250625313034
105,128,4.0,4.066033016508253,0.06603301650825344
106,130,4.0,4.194597298649325,0.19459729864932473
107,131,5.0,4.259629814907454,-0.7403701850925462
108,132,2.0,4.3251625812906465,2.3251625812906465
109,133,4.0,4.391195597798899,0.391195597798899
110,134,4.0,4.457728864432217,0.45772886443221683
111,136,3.5,4.592296148074038,1.0922961480740376
112,137,4.25,4.660330165082541,0.4103301650825406
113,138,6.0,4.728864432216107,-1.271135567783893
114,140,5.0,4.86743371685843,-0.13256628314157037
115,142,8.0,5.008004002000997,-2.9919959979990027
116,144,6.0,5.150575287643822,-0.8494247123561776
117,145,7.0,5.222611305652828,-1.777388694347172
118,147,9.0,5.368184092046023,-3.6318159079539774
119,148,6.0,5.441720860430215,-0.5582791395697848
120,151,9.0,5.665332666333164,-3.334667333666836
121,155,6.0,5.9704852426213115,-0.029514757378688472
122,159,10.0,6.283641820910456,-3.7163581790895437
123,160,5.0,6.3631815907953975,1.3631815907953975
124,162,5.0,6.523761880940469,1.5237618809404694
125,165,5.0,6.768384192096046,1.768384192096046
126,166,5.0,6.850925462731368,1.850925462731368
127,168,9.0,7.017508754377189,-1.9824912456228114
128,171,6.0,7.271135567783891,1.2711355677838911
129,180,4.0,8.059029514757377,4.059029514757377
130,182,7.0,8.239619809904957,1.2396198099049567
131,184,9.0,8.422211105552776,-0.5777888944472238
132,188,7.0,8.793396698349174,1.7933966983491736
133,192,8.0,9.172586293146573,1.1725862931465727
134,195,12.0,9.46223111555778,-2.5377688844422206
135,197,5.0,9.657828914457228,4.6578289144572285
136,198,12.0,9.756378189094551,-2.2436218109054487
137,199,11.0,9.855427713856924,-1.1445722861430756
138,204,10.0,10.358179089544768,0.35817908954476785
139,217,14.0,11.723861930965477,-2.2761380690345234
140,223,13.0,12.382691345672832,-0.617308654327168
141,226,16.0,12.718859429714854,-3.281140570285146
142,228,13.0,12.945472736368178,-0.054527263631822365
143,230,12.0,13.174087043521766,1.1740870435217658
144,231,14.0,13.28914457228614,-0.7108554277138595
145,238,14.0,14.10855427713857,0.10855427713856969
146,239,14.0,14.227613806903456,0.2276138069034559
147,244,14.0,14.830415207603801,0.8304152076038012
148,248,16.0,15.321660830415205,-0.6783391695847953
149,250,20.0,15.570285142571283,-4.429714857428717
150,260,14.0,16.843421710855424,2.8434217108554236
151,266,24.0,17.631315657828917,-6.368684342171083
152,270,19.0,18.166583291645814,-0.8334167083541857
153,274,15.0,18.709854927463727,3.709854927463727
154,282,14.0,19.820410205102558,5.820410205102558
155,315,22.5,24.739869934967487,2.239869934967487
156,329,24.0,26.991495747873937,2.9914957478739375
157,332,26.0,27.48674337168584,1.48674337168584
158,345,27.0,29.68484242121059,2.6848424212105897
159,376,41.0,35.267633816908464,-5.732366183091536
160,387,38.0,37.36418209104553,-0.635817908954472
161,415,46.0,42.973986993496766,-3.0260130065032342
162,417,47.0,43.38969484742371,-3.610305152576288
163,455,54.0,51.66833416708353,-2.331665832916471
164,500,60.0,62.406203101550766,2.4062031015507657
165,546,80.0,74.42971485742869,-5.570285142571308
