,n_ton,avg_homo_b,exp_homo_b,exp_minus_avg
117,134,0.0,0.44557227861393073,0.44557227861393073
118,136,0.0,0.4590229511475573,0.4590229511475573
119,138,3.0,0.47267363368168414,-2.5273263663183156
120,139,0.0,0.47957397869893487,0.47957397869893487
121,141,0.0,0.4935246762338118,0.4935246762338118
122,143,0.0,0.5076753837691885,0.5076753837691885
123,144,0.0,0.5148257412870643,0.5148257412870643
124,145,0.0,0.522026101305065,0.522026101305065
125,146,0.0,0.5292764638231909,0.5292764638231909
126,148,0.75,0.543927196359818,-0.206072803640182
127,150,1.0,0.5587779388969452,-0.44122206110305484
128,158,1.0,0.6201810090504524,-0.37981899094954763
129,159,2.0,0.6280814040702034,-1.3719185959297966
130,161,0.0,0.6440322016100806,0.6440322016100806
131,162,0.0,0.6520826041302066,0.6520826041302066
132,164,1.0,0.6683334166708335,-0.33166658332916654
133,166,5.0,0.6847842392119607,-4.315215760788039
134,167,0.0,0.6930846542327117,0.6930846542327117
135,168,0.0,0.7014350717535877,0.7014350717535877
136,169,2.0,0.7098354917745888,-1.2901645082254112
137,172,3.0,0.7353367668383419,-2.264663233161658
138,175,2.0,0.7612880644032202,-1.23871193559678
139,181,0.0,0.8145407270363522,0.8145407270363522
140,183,3.0,0.8326916345817291,-2.167308365418271
141,185,0.0,0.8510425521276065,0.8510425521276065
142,186,3.0,0.8602930146507324,-2.1397069853492674
143,188,1.0,0.8789439471973599,-0.12105605280264009
144,189,0.0,0.888344417220861,0.888344417220861
145,194,0.0,0.9360968048402419,0.9360968048402419
146,198,0.0,0.9751987599379968,0.9751987599379968
147,202,0.0,1.015100755037752,1.015100755037752
148,204,0.0,1.0353517675883792,1.0353517675883792
149,205,0.0,1.0455522776138804,1.0455522776138804
150,206,1.0,1.0558027901395066,0.05580279013950662
151,213,0.0,1.1289564478223912,1.1289564478223912
152,226,2.0,1.2713135656782841,-0.7286864343217159
153,234,0.0,1.363118155907795,1.363118155907795
154,241,1.0,1.4460723036151808,0.4460723036151808
155,242,0.0,1.4581229061453072,1.4581229061453072
156,243,2.0,1.4702235111755588,-0.5297764888244412
157,249,3.0,1.5438771938596927,-1.4561228061403073
158,259,3.0,1.670633531676584,-1.329366468323416
159,261,0.0,1.696584829241462,1.696584829241462
160,282,0.0,1.9811490574528723,1.9811490574528723
161,285,4.0,2.023601180059004,-1.976398819940996
162,311,0.0,2.410370518525927,2.410370518525927
163,338,2.0,2.8477923896194812,0.8477923896194812
164,340,2.0,2.8816440822041107,0.8816440822041107
165,357,0.0,3.1774588729436473,3.1774588729436473
166,362,4.0,3.267213360668033,-0.7327866393319669
167,405,5.0,4.090704535226761,-0.9092954647732387
